url,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,slug
https://bs.plantnet.org/image/o/44bc564b4eadfd023e666e06f3ccfb4dc328bfc3,Snowdrop,Harmal peganum,Italian toadflax,Rough mexican clover,galanthus-plicatus
https://bs.plantnet.org/image/o/67cd73acb617266d228a556f0acfcf6eb24448b8,Branched bur-reed,Blue ridge blueberry,European black currant,Yellow nightshade groundcherry,sparganium-androcladum
https://bs.plantnet.org/image/o/7300cc878feb40658693dc46f38f8fb99063c3a6,Greek strawberry-tree,Cedar elm,Tall fleabane,Fuzzyfruit nightshade,arbutus-andrachne
https://bs.plantnet.org/image/o/171b5bd8a6238c8180b9ae037ae856c86dc51066,Narrow-leaf araucaria,Ragged pink,Drummond's wild petunia,Prickly currant,araucaria-subulata
https://bs.plantnet.org/image/o/5227c9d1d998101ae527e6bcde5ab9a3080979c4,Grouse whortleberry,Coast lily,Shallow sedge,Henderson's triteleia,vaccinium-scoparium
https://bs.plantnet.org/image/o/bb4131be1295f3695f87e65d006e7132e8d3eac0,Fire crown cactus,Sleepy silene,Beavertail pricklypear,Creole tea,rebutia-minuscula
https://bs.plantnet.org/image/o/079ed8b0986da3432345f89252a4f12827430db8,Barestem biscuitroot,Pinyon beardtongue,Creeping vellozia,Lebombo clusterleaf,lomatium-nudicaule
https://bs.plantnet.org/image/o/a54876bac49d31b15ba09e8cfcb23d355c708f38,Candelabra aloe,Jointed flatsedge,Clasping pepperweed,Chinese buckthorn,aloe-arborescens
https://bs.floristic.org/image/o/279544466b0e23cd81a0ab88ae7e717803e47e48,Musk milfoil,Oregon stonecrop,Coastal sagebrush,Threespike goosegrass,achillea-erba-rotta-d24bc247-0791-4d2f-8ea2-da21286951f2
https://bs.plantnet.org/image/o/2663d86b6632ab14f372aabea4a104513ce3fe51,Zebraplant,Golden hawk's-beard,Purple african nightshade,Zigzag larkspur,goeppertia-zebrina
https://bs.plantnet.org/image/o/881507c2de7c62eac1ec02a4537d51f480723870,Red torch cactus,Carmine catchfly,Clasping heliotrope,Northern ash,echinopsis-huascha
https://bs.plantnet.org/image/o/495f964a21b7aaaba0b69d6d15cb234bfd591e67,Calthaleaf phacelia,Clustered broom,Bumpy-ash,Wheeler bluegrass,phacelia-calthifolia
https://bs.plantnet.org/image/o/244b699109203db803faf76de6e3d853bb4f6751,Chinese fleecevine,White turtlehead,Reed grass,Plumas county beardtongue,fallopia-baldschuanica
